"Date","Island","Site","Temperature","Salinity","Chlorophyll","Iron","Nitrate","Phosphate","Silicate","Oxygen","pH"
1995-08-01,"María Madre","Madre3",29.0494918823242,33.3017654418945,0.171638995409012,0.00111059541814029,0.0121755255386233,0.0487476140260696,2.68601059913635,198.063247680664,8.03074932098389
1995-09-01,"María Madre","Madre3",28.5690841674805,32.765266418457,0.14972922205925,0.00120818719733506,0.00805043801665306,0.039046373218298,2.99578142166138,198.606231689453,8.03134155273438
1995-10-01,"María Madre","Madre3",29.2634506225586,33.3139457702637,0.146354198455811,0.00164874945767224,0.00827499851584435,0.0796236395835876,4.65210008621216,200.512100219727,8.03337383270264
1995-11-01,"María Madre","Madre3",27.8278160095215,34.2326011657715,0.129877030849457,0.00161417364142835,0.00719039561226964,0.135116174817085,3.61210894584656,205.374282836914,8.03980255126953
1995-12-01,"María Madre","Madre3",26.2742652893066,34.1765594482422,0.127054870128632,0.00154949282296002,0.00696364743635058,0.15480625629425,3.74737215042114,208.224822998047,8.05903053283691
1996-01-01,"María Madre","Madre3",23.8619613647461,34.4054298400879,0.132634297013283,0.00113644090015441,0.00736394990235567,0.218822345137596,3.14245271682739,213.651596069336,8.07400798797607
1996-02-01,"María Madre","Madre3",24.1674251556396,34.2304992675781,0.119702413678169,0.00169019668828696,0.0075218491256237,0.25412130355835,3.50006914138794,215.305801391602,8.07011795043945
1996-03-01,"María Madre","Madre3",24.0610027313232,34.3305282592773,0.110069341957569,0.00130255986005068,0.00846258923411369,0.258897691965103,3.36537098884583,216.086730957031,8.06581401824951
1996-04-01,"María Madre","Madre3",24.796178817749,34.4910354614258,0.125995799899101,0.000864586094394326,0.00969083234667778,0.251486867666245,2.98151731491089,215.643661499023,8.05271816253662
1996-05-01,"María Madre","Madre3",27.37278175354,34.2779350280762,0.16541251540184,0.00195789756253362,0.0118609443306923,0.239164620637894,3.26831102371216,208.788528442383,8.0195255279541
1996-06-01,"María Madre","Madre3",28.106107711792,34.1463775634766,0.158166036009789,0.00156498770229518,0.00952617172151804,0.225180476903915,3.02632641792297,204.223571777344,8.00267601013184
1996-07-01,"María Madre","Madre3",28.780725479126,33.9840126037598,0.255796760320663,0.00162086659111083,0.0346814878284931,0.0770748481154442,2.74655246734619,201.02180480957,8.02727222442627
1996-08-01,"María Madre","Madre3",29.2158851623535,33.6164474487305,0.301797538995743,0.00195881654508412,0.14117419719696,0.0347569957375526,3.92626762390137,199.866394042969,8.0459451675415
1996-09-01,"María Madre","Madre3",29.2873878479004,33.0837631225586,0.247739300131798,0.00171052396763116,0.0280150827020407,0.055754791945219,3.86827278137207,199.095977783203,8.04001140594482
1996-10-01,"María Madre","Madre3",29.2730884552002,33.2930068969727,0.179653450846672,0.00153172970749438,0.0125077236443758,0.0732565149664879,3.84672808647156,199.397476196289,8.03503704071045
1996-11-01,"María Madre","Madre3",27.752534866333,33.8414039611816,0.109956160187721,0.000968791311606765,0.00676372181624174,0.229361936450005,2.36681747436523,205.426834106445,8.01253700256348
1996-12-01,"María Madre","Madre3",25.4268436431885,33.8090972900391,0.0955972075462341,0.000927531335037202,0.00670265080407262,0.265529990196228,2.22472500801086,211.091766357422,8.03153419494629
1997-01-01,"María Madre","Madre3",23.5862369537354,33.9831924438477,0.112274713814259,0.00116039696149528,0.00696709798648953,0.266994625329971,2.92635011672974,216.449478149414,8.06055736541748
1997-02-01,"María Madre","Madre3",22.7681541442871,33.973819732666,0.129820138216019,0.0013703292934224,0.00665244506672025,0.280947983264923,3.41829466819763,217.638336181641,8.07336235046387
1997-03-01,"María Madre","Madre3",23.4884147644043,34.1202354431152,0.141923353075981,0.0011263417545706,0.00886510033160448,0.234049096703529,2.78995323181152,215.064895629883,8.06902408599854
1997-04-01,"María Madre","Madre3",23.8474292755127,34.105411529541,0.121465183794498,0.000733163207769394,0.00690626306459308,0.17694328725338,2.31150412559509,211.430953979492,8.06733894348145
1997-05-01,"María Madre","Madre3",27.0215587615967,34.1036148071289,0.159832060337067,0.00179532647598535,0.0111401388421655,0.153273493051529,2.63500809669495,207.98503112793,8.0446834564209
1997-06-01,"María Madre","Madre3",28.8300876617432,33.9319648742676,0.145585805177689,0.00134274759329855,0.00822314620018005,0.117111332714558,1.81445133686066,202.260925292969,8.02323818206787
1997-07-01,"María Madre","Madre3",30.3550300598145,33.5609855651855,0.170798987150192,0.000870618328917772,0.0121944770216942,0.138869091868401,1.46123516559601,199.705001831055,8.01441192626953
1997-08-01,"María Madre","Madre3",30.9310340881348,33.4983215332031,0.154869914054871,0.00125730619765818,0.00806333962827921,0.103267312049866,1.55495095252991,198.800979614258,8.01531028747559
1997-09-01,"María Madre","Madre3",30.636604309082,33.7603149414062,0.117017023265362,0.000475439475849271,0.00655185990035534,0.135278686881065,1.79668438434601,197.379974365234,8.01639080047607
1997-10-01,"María Madre","Madre3",30.3439483642578,33.7600326538086,0.111666686832905,0.000487399403937161,0.00693705212324858,0.148241102695465,1.91159653663635,197.994735717773,8.02563667297363
1997-11-01,"María Madre","Madre3",28.6452655792236,33.6900482177734,0.123163759708405,0.000771104183513671,0.00601705769076943,0.128926992416382,2.18821835517883,200.311813354492,8.04436588287354
1997-12-01,"María Madre","Madre3",27.5456619262695,33.5085830688477,0.124122522771358,0.000906785018742085,0.00541281141340733,0.140444070100784,2.22246026992798,203.858917236328,8.06376075744629
1998-01-01,"María Madre","Madre3",25.9805507659912,33.6421394348145,0.170777946710587,0.000655280775390565,0.0095559386536479,0.161611095070839,2.09965968132019,208.214767456055,8.07999515533447
1998-02-01,"María Madre","Madre3",24.3652324676514,33.901668548584,0.233225017786026,0.000654455099720508,0.0150687722489238,0.2000392973423,2.16282272338867,213.165802001953,8.08757495880127
1998-03-01,"María Madre","Madre3",24.2717800140381,33.9516639709473,0.149865090847015,0.00067769578890875,0.00831272359937429,0.209848433732986,2.11806750297546,216.030181884766,8.0881519317627
1998-04-01,"María Madre","Madre3",24.1850090026855,34.1116714477539,0.112810902297497,0.000708751671481878,0.00837607961148024,0.200544789433479,2.10052967071533,215.734420776367,8.08083915710449
1998-05-01,"María Madre","Madre3",26.0731601715088,34.0051765441895,0.166061773896217,0.00195396831259131,0.0122721353545785,0.141716122627258,2.90663599967957,211.208862304688,8.06361293792725
1998-06-01,"María Madre","Madre3",28.6196365356445,33.8983383178711,0.167946472764015,0.00123993761371821,0.0125118372961879,0.125825688242912,2.02119779586792,202.425155639648,8.02962017059326
1998-07-01,"María Madre","Madre3",29.7080230712891,32.5903930664062,0.159345835447311,0.000739263603463769,0.0102781560271978,0.0962760671973228,1.90878093242645,198.192596435547,8.02161693572998
1998-08-01,"María Madre","Madre3",30.3673572540283,33.3203125,0.177950173616409,0.00116765592247248,0.0149925919249654,0.0592767894268036,2.45483207702637,198.164031982422,8.02736473083496
1998-09-01,"María Madre","Madre3",29.3039302825928,33.6791648864746,0.135290741920471,0.00113354518543929,0.00721842469647527,0.0733706206083298,2.68259143829346,196.536697387695,8.03012561798096
1998-10-01,"María Madre","Madre3",29.4959678649902,33.4677276611328,0.133436977863312,0.000858502520713955,0.00937112607061863,0.145902335643768,2.59671354293823,198.690231323242,8.02092742919922
1998-11-01,"María Madre","Madre3",27.735294342041,33.6003799438477,0.133776366710663,0.0013663558056578,0.00713201612234116,0.112337052822113,3.21961903572083,202.908386230469,8.04973220825195
1998-12-01,"María Madre","Madre3",24.6955814361572,34.1420822143555,0.133682310581207,0.00174833217170089,0.00640907231718302,0.12764023244381,3.80356979370117,210.019592285156,8.08214569091797
1999-01-01,"María Madre","Madre3",23.1934204101562,34.1983451843262,0.11834529787302,0.00144236302003264,0.00669877929612994,0.212182953953743,3.09700131416321,213.022598266602,8.077956199646
1999-02-01,"María Madre","Madre3",22.6332664489746,34.2297401428223,0.116256728768349,0.00096706545446068,0.0069457502104342,0.250722676515579,2.63524508476257,216.468002319336,8.08285522460938
1999-03-01,"María Madre","Madre3",22.9711990356445,34.2497253417969,0.108955249190331,0.000968067382927984,0.00776217551901937,0.270391136407852,2.87596797943115,218.354873657227,8.07733345031738
1999-04-01,"María Madre","Madre3",23.2700119018555,34.3279228210449,0.118630409240723,0.00146993284579366,0.0085248900577426,0.229380071163177,3.22437310218811,217.699310302734,8.07204055786133
1999-05-01,"María Madre","Madre3",25.8183555603027,33.8435401916504,0.157254382967949,0.00242923805490136,0.0116225993260741,0.294115751981735,4.21333932876587,211.962417602539,8.02994632720947
1999-06-01,"María Madre","Madre3",28.190746307373,33.9120559692383,0.182195335626602,0.0018455246463418,0.0122910784557462,0.299071192741394,2.76162672042847,204.253387451172,8.00064468383789
1999-07-01,"María Madre","Madre3",28.9923076629639,33.162296295166,0.178930357098579,0.00124981394037604,0.0137728778645396,0.192299991846085,2.56809020042419,200.845306396484,8.01203632354736
1999-08-01,"María Madre","Madre3",29.9897499084473,32.7966270446777,0.167151764035225,0.00154617114458233,0.0101684834808111,0.124820828437805,2.75077486038208,199.959274291992,8.01165676116943
1999-09-01,"María Madre","Madre3",29.239709854126,34.0482215881348,0.1429663002491,0.00117432710248977,0.00994608644396067,0.141503736376762,2.75086545944214,198.609313964844,8.01681613922119
1999-10-01,"María Madre","Madre3",29.3515853881836,33.891658782959,0.142472118139267,0.00141107756644487,0.00848368741571903,0.126237377524376,3.42362713813782,199.715133666992,8.02294158935547
1999-11-01,"María Madre","Madre3",27.9920635223389,34.1264228820801,0.125390395522118,0.00169033475685865,0.00704137980937958,0.247058272361755,3.22755312919617,206.982879638672,8.01563358306885
1999-12-01,"María Madre","Madre3",24.9375991821289,34.2707023620605,0.127738937735558,0.00183561432641,0.00742484303191304,0.322070151567459,3.63493275642395,213.108779907227,8.04902362823486
2000-01-01,"María Madre","Madre3",23.1596508026123,34.3385848999023,0.13285231590271,0.00154983391985297,0.0088153462857008,0.404868811368942,3.45359539985657,218.188888549805,8.05821514129639
2000-02-01,"María Madre","Madre3",23.7975044250488,34.2411231994629,0.116068452596664,0.00116496731061488,0.00709391990676522,0.373703092336655,2.91911578178406,214.336410522461,8.0499439239502
2000-03-01,"María Madre","Madre3",23.2475624084473,34.3033561706543,0.120448663830757,0.00181017466820776,0.00739465700462461,0.404875516891479,3.34376311302185,215.132217407227,8.04446220397949
2000-04-01,"María Madre","Madre3",24.1376285552979,34.3036727905273,0.130292847752571,0.00221514049917459,0.00876707024872303,0.472356170415878,3.76720857620239,213.513565063477,8.01974964141846
2000-05-01,"María Madre","Madre3",27.0952854156494,33.8122253417969,0.182603359222412,0.00251725688576698,0.0137453218922019,0.39841416478157,3.69880509376526,209.204574584961,8.0087833404541
2000-06-01,"María Madre","Madre3",28.6040859222412,34.4961929321289,0.149462476372719,0.000885970424860716,0.00983124598860741,0.265414476394653,2.40607118606567,202.429702758789,8.00079154968262
2000-07-01,"María Madre","Madre3",29.7178726196289,34.3919868469238,0.151345163583755,0.000878427177667618,0.00945777166634798,0.251280814409256,2.3456175327301,200.651641845703,7.99119520187378
2000-08-01,"María Madre","Madre3",30.4608554840088,34.1365623474121,0.148173213005066,0.00171150558162481,0.00744372699409723,0.182421192526817,2.89955353736877,198.768020629883,7.99135398864746
2000-09-01,"María Madre","Madre3",29.5319137573242,33.9651908874512,0.192154556512833,0.00200707698240876,0.00988427922129631,0.13374274969101,3.80768227577209,198.117935180664,8.01486873626709
2000-10-01,"María Madre","Madre3",29.4518280029297,33.7419815063477,0.126011520624161,0.00129062810447067,0.00645586987957358,0.235973611474037,2.92440962791443,199.382278442383,7.99216556549072
2000-11-01,"María Madre","Madre3",27.3090991973877,34.161449432373,0.11180967092514,0.0014258447336033,0.00595761463046074,0.258144676685333,3.09188079833984,203.605712890625,8.016676902771
2000-12-01,"María Madre","Madre3",25.9920539855957,34.317138671875,0.102927342057228,0.00116440537385643,0.00655184779316187,0.274698108434677,2.68511509895325,209.115158081055,8.03696441650391
2001-01-01,"María Madre","Madre3",24.8121223449707,34.2927207946777,0.117481246590614,0.00127666688058525,0.00589285418391228,0.263095110654831,3.18004870414734,208.175445556641,8.04992389678955
2001-02-01,"María Madre","Madre3",23.1746692657471,34.3764839172363,0.117117241024971,0.0013047456741333,0.00636645779013634,0.361784875392914,3.3388888835907,215.961059570312,8.05393695831299
2001-03-01,"María Madre","Madre3",22.2033176422119,34.3895835876465,0.114013776183128,0.00157860270701349,0.00763368094339967,0.349108278751373,3.39391183853149,215.019348144531,8.05412769317627
2001-04-01,"María Madre","Madre3",23.7764720916748,34.3548126220703,0.140346929430962,0.00144203915260732,0.0131487194448709,0.389759719371796,3.45239663124084,218.334976196289,8.04321956634521
2001-05-01,"María Madre","Madre3",25.6619873046875,33.7229156494141,0.165288612246513,0.0027225436642766,0.0121624814346433,0.346701741218567,3.80663752555847,209.973999023438,8.01947593688965
2001-06-01,"María Madre","Madre3",27.8003711700439,33.5223197937012,0.232620850205421,0.00279306783340871,0.0157382991164923,0.251913219690323,3.24197816848755,206.26481628418,8.01781845092773
2001-07-01,"María Madre","Madre3",29.9026985168457,33.6321678161621,0.211115807294846,0.00190252379979938,0.0120597993955016,0.223872140049934,3.09826159477234,201.773574829102,7.99416351318359
2001-08-01,"María Madre","Madre3",30.3271999359131,34.3691787719727,0.162014305591583,0.00111261231359094,0.00991271529346704,0.246478706598282,2.71106171607971,199.0517578125,7.98070096969604
2001-09-01,"María Madre","Madre3",29.6296863555908,34.0437240600586,0.125486239790916,0.000936710508540273,0.00805253069847822,0.274511724710464,2.47279667854309,198.828109741211,7.98036289215088
2001-10-01,"María Madre","Madre3",28.895357131958,34.0054092407227,0.145770594477654,0.0013260516570881,0.00828385259956121,0.226146891713142,3.13224649429321,199.893539428711,8.01145935058594
2001-11-01,"María Madre","Madre3",28.4954261779785,34.1477928161621,0.134090676903725,0.00139487499836832,0.00687573058530688,0.202798247337341,3.71278929710388,201.476318359375,8.02193832397461
2001-12-01,"María Madre","Madre3",25.3779296875,34.3846244812012,0.125117570161819,0.0013797894353047,0.00633092038333416,0.356164246797562,2.86133170127869,207.250091552734,8.02704524993896
2002-01-01,"María Madre","Madre3",23.8297920227051,34.4710578918457,0.121003568172455,0.00166375888511539,0.00648439209908247,0.400875598192215,3.78386044502258,210.414459228516,8.04751777648926
2002-02-01,"María Madre","Madre3",24.3407592773438,34.4363746643066,0.110282130539417,0.00142465089447796,0.00659257732331753,0.397368788719177,3.41491603851318,213.073501586914,8.04965782165527
2002-03-01,"María Madre","Madre3",24.9363536834717,34.3884124755859,0.108589261770248,0.000733953667804599,0.00616370141506195,0.335325986146927,2.74264717102051,211.493453979492,8.04876232147217
2002-04-01,"María Madre","Madre3",25.4605026245117,34.4413185119629,0.139100134372711,0.00161138689145446,0.00925061106681824,0.35553976893425,3.39203381538391,211.904083251953,8.03749084472656
2002-05-01,"María Madre","Madre3",27.8749332427979,34.4078788757324,0.195738762617111,0.00290476763620973,0.0138545725494623,0.262346982955933,3.46058487892151,205.594253540039,8.02699565887451
2002-06-01,"María Madre","Madre3",28.389986038208,34.2620849609375,0.173177853226662,0.00216486072167754,0.00847868248820305,0.175857976078987,2.63997101783752,201.871810913086,8.02429389953613
2002-07-01,"María Madre","Madre3",29.9762229919434,33.4941864013672,0.223845899105072,0.00194028147961944,0.012850041501224,0.161502882838249,2.8785355091095,201.420013427734,8.01532745361328
2002-08-01,"María Madre","Madre3",30.8216819763184,34.1116256713867,0.240722462534904,0.00133079092483968,0.0149898752570152,0.160694941878319,2.75931859016418,198.428268432617,8.01198387145996
2002-09-01,"María Madre","Madre3",30.1836376190186,33.8943710327148,0.143842548131943,0.00106284662615508,0.00789769180119038,0.217778205871582,2.64203691482544,197.505737304688,7.99635314941406
2002-10-01,"María Madre","Madre3",30.0009689331055,34.0835609436035,0.156760677695274,0.00163586577400565,0.00803767144680023,0.152602061629295,4.0560827255249,198.788864135742,8.01628589630127
2002-11-01,"María Madre","Madre3",27.8250522613525,34.0816307067871,0.158954665064812,0.00161483988631517,0.00670714676380157,0.181779801845551,4.17028617858887,201.324264526367,8.03480339050293
2002-12-01,"María Madre","Madre3",26.7665157318115,34.0568466186523,0.132371455430984,0.0013296491233632,0.00567619083449244,0.249981313943863,3.12718629837036,204.495727539062,8.03909015655518
2003-01-01,"María Madre","Madre3",25.3859596252441,34.1049270629883,0.127860486507416,0.00106827518902719,0.00661912793293595,0.289826661348343,2.98479914665222,209.680633544922,8.05379676818848
2003-02-01,"María Madre","Madre3",25.5236377716064,34.1013679504395,0.117308542132378,0.00102451571729034,0.00646551046520472,0.264667004346848,2.62392830848694,210.400863647461,8.06164073944092
2003-03-01,"María Madre","Madre3",23.0743503570557,34.3609619140625,0.10920350253582,0.00142057554330677,0.00762406270951033,0.430011779069901,3.53957509994507,215.76545715332,8.04575252532959
2003-04-01,"María Madre","Madre3",24.2461376190186,34.256031036377,0.126948416233063,0.00199173227883875,0.0106215290725231,0.462636053562164,3.82415127754211,216.604888916016,8.03137111663818
2003-05-01,"María Madre","Madre3",26.7288875579834,34.375732421875,0.15651173889637,0.00242112926207483,0.0114135686308146,0.453345447778702,4.0938835144043,211.247833251953,7.99774980545044
2003-06-01,"María Madre","Madre3",27.7867546081543,33.1457138061523,0.186479508876801,0.00241119437851012,0.0131378108635545,0.413992315530777,3.3007709980011,203.900314331055,7.99910020828247
2003-07-01,"María Madre","Madre3",29.4449214935303,33.564769744873,0.200258284807205,0.00175741070415825,0.0140872057527304,0.301441013813019,2.62912464141846,200.215545654297,7.99379777908325
2003-08-01,"María Madre","Madre3",30.3711166381836,34.476634979248,0.170712023973465,0.0010521481744945,0.0114150587469339,0.279012888669968,2.26943182945251,198.980865478516,7.9859414100647
2003-09-01,"María Madre","Madre3",29.8664455413818,34.203369140625,0.18486987054348,0.00153126276563853,0.010847644880414,0.218572646379471,3.06792211532593,198.379577636719,8.00876903533936
2003-10-01,"María Madre","Madre3",29.668514251709,33.7656936645508,0.186351120471954,0.00185345276258886,0.0133442487567663,0.2365682721138,3.61676907539368,199.921142578125,8.01511192321777
2003-11-01,"María Madre","Madre3",27.8730239868164,34.3557205200195,0.133058026432991,0.00176987098529935,0.00635459693148732,0.330087423324585,3.52618813514709,202.895370483398,8.00949001312256
2003-12-01,"María Madre","Madre3",26.0350818634033,34.3397369384766,0.125328436493874,0.0017322963103652,0.00677998317405581,0.377736151218414,3.71141600608826,207.152526855469,8.03185272216797
2004-01-01,"María Madre","Madre3",24.2022895812988,34.3939971923828,0.125086143612862,0.00162514520343393,0.00690680090337992,0.44543132185936,3.50473189353943,212.157180786133,8.0399808883667
2004-02-01,"María Madre","Madre3",22.9897289276123,34.4774169921875,0.1097621768713,0.00147678761277348,0.00729833729565144,0.55431741476059,3.44675278663635,217.256042480469,8.03747653961182
2004-03-01,"María Madre","Madre3",24.1280002593994,34.4167633056641,0.127831012010574,0.00154950353316963,0.0108330911025405,0.530590832233429,3.04678416252136,218.157211303711,8.02391147613525
2004-04-01,"María Madre","Madre3",24.8213672637939,34.4979476928711,0.128415256738663,0.00130175380036235,0.00857078470289707,0.445390939712524,2.85460519790649,213.493637084961,8.01445198059082
2004-05-01,"María Madre","Madre3",27.0467090606689,34.1654739379883,0.159574717283249,0.00225743721239269,0.0124436980113387,0.473326504230499,3.65137648582458,209.33512878418,7.99237251281738
2004-06-01,"María Madre","Madre3",29.2009201049805,33.8781051635742,0.17946845293045,0.00172958616167307,0.01310402341187,0.38952761888504,2.78318953514099,202.009948730469,7.97427845001221
2004-07-01,"María Madre","Madre3",30.1030139923096,33.3131408691406,0.144015580415726,0.00108827196527272,0.00836581084877253,0.370148926973343,2.47454500198364,200.326248168945,7.96572971343994
2004-08-01,"María Madre","Madre3",31.2653408050537,32.6754608154297,0.141434982419014,0.00111102173104882,0.00796493981033564,0.329846322536469,2.41880369186401,199.362686157227,7.96463298797607
2004-09-01,"María Madre","Madre3",30.3467922210693,34.0924797058105,0.149994149804115,0.00132513861171901,0.00856261234730482,0.262574523687363,2.77735304832458,197.147705078125,7.9885082244873
2004-10-01,"María Madre","Madre3",30.0536842346191,33.7012786865234,0.183135226368904,0.00154109171126038,0.0101904608309269,0.227492213249207,2.9566285610199,198.700820922852,8.01323890686035
2004-11-01,"María Madre","Madre3",27.4612636566162,34.1220626831055,0.121822834014893,0.00115557969547808,0.00564050814136863,0.30883064866066,2.83659482002258,202.416915893555,8.01478004455566
2004-12-01,"María Madre","Madre3",25.6354084014893,34.2885284423828,0.121034204959869,0.00137404969427735,0.00652870256453753,0.369055718183517,3.02202320098877,209.839126586914,8.03056526184082
2005-01-01,"María Madre","Madre3",25.2733287811279,34.262523651123,0.122453600168228,0.000957231794018298,0.00645435275509953,0.348226696252823,2.66202306747437,208.472381591797,8.044114112854
2005-02-01,"María Madre","Madre3",24.3184642791748,34.1676216125488,0.120219603180885,0.00115767936222255,0.00687735341489315,0.378878116607666,2.68980979919434,211.822341918945,8.04880332946777
2005-03-01,"María Madre","Madre3",22.8069839477539,34.3427810668945,0.107602998614311,0.00141199911013246,0.00686554564163089,0.448425590991974,3.18007683753967,216.261703491211,8.04322624206543
2005-04-01,"María Madre","Madre3",24.320198059082,34.2432022094727,0.138381391763687,0.00224339519627392,0.00997869577258825,0.501081883907318,3.64512133598328,216.335144042969,8.01986122131348
2005-05-01,"María Madre","Madre3",25.8156223297119,34.4056587219238,0.135678172111511,0.00193481636233628,0.00791211426258087,0.493916302919388,3.24077343940735,209.890518188477,8.00552845001221
2005-06-01,"María Madre","Madre3",26.912239074707,33.4726448059082,0.172706604003906,0.00230299518443644,0.0123206358402967,0.486481010913849,3.40181469917297,207.863479614258,7.99374771118164
2005-07-01,"María Madre","Madre3",28.0749359130859,32.5374221801758,0.195763051509857,0.0020218170247972,0.0132930809631944,0.455312550067902,2.92547655105591,202.333740234375,7.9803638458252
2005-08-01,"María Madre","Madre3",29.9240627288818,32.6486167907715,0.18965095281601,0.00178684364072978,0.011708976700902,0.327386617660522,2.93268465995789,198.331802368164,7.98794651031494
2005-09-01,"María Madre","Madre3",30.5600261688232,32.879020690918,0.203176960349083,0.00150586920790374,0.0151042938232422,0.253540396690369,2.757887840271,198.182800292969,8.00349712371826
