Fecha,Mes,Isla,Sitio,Transecto,Área,Latitud,Longitud,Monitor,Temperatura,Profundidad,Especie,Talla,Abundancia,a,b
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Thalassoma_lucasanum,1.3,120,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Thalassoma_lucasanum,3.8,75,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,1.3,50,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,3.8,11,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,7.5,11,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,1.3,6,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,3.8,37,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,7.5,8,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Prionurus_laticlavius,27.5,2,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Prionurus_laticlavius,37.5,1,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Epinephelus_labriformis,37.5,2,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_flavilatus,1.3,19,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_flavilatus,3.8,4,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Canthigaster_punctatissima,1.3,8,0.038,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,3.8,6,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,7.5,2,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_2,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Balistes_polylepis,27.5,1,0.0239,2.89
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Gymnothorax_castaneus,95,1,0.0009,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Thalassoma_lucasanum,1.3,190,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Thalassoma_lucasanum,3.8,170,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,1.3,6,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,3.8,5,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,1.3,10,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,3.8,3,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_flavilatus,1.3,8,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_flavilatus,7.5,4,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Sufflamen_verres,17.5,1,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Sufflamen_verres,27.5,1,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Scarus_rubroviolaceus,45,1,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Scarus_rubroviolaceus,55,2,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Epinephelus_labriformis,37.5,2,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Cephalopholis_panamensis,3.8,1,0.044,3.07
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Prionurus_laticlavius,27.5,17,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Prionurus_laticlavius,37.5,10,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,3.8,2,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,27.5,20,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,37.5,10,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Gnathanodon_speciosus,55,1,0.04,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_3,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Canthigaster_punctatissima,1.3,14,0.038,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_flavilatus,1.3,11,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_flavilatus,7.5,7,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Thalassoma_lucasanum,1.3,90,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Thalassoma_lucasanum,3.8,60,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_rectifraenum,1.3,2,0,0
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Stegastes_rectifraenum,7.5,7,0,0
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,1.3,22,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_chierchiae,3.8,6,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Caranx_caninus,55,1,0.0223,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,3.8,11,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Acanthurus_xanthopterus,27.5,9,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Lutjanus_argentiventris,27.5,2,0.054,2.97
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Kyphosus_vaigiensis,37.5,10,0.077,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Prionurus_laticlavius,27.5,45,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Prionurus_laticlavius,37.5,55,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Mulloidichthys_dentatus,27.5,6,0.0095,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Mulloidichthys_dentatus,37.5,35,0.0095,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Haemulon_sexfasciatum,27.5,2,0.0263,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Haemulon_sexfasciatum,37.5,32,0.0263,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Cephalopholis_panamensis,12.5,1,0.044,3.07
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Scarus_rubroviolaceus,27.5,1,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Scarus_rubroviolaceus,37.5,3,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Scarus_rubroviolaceus,55,3,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Sufflamen_verres,17.5,3,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Sufflamen_verres,37.5,4,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Gnathanodon_speciosus,55,1,0.04,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Holacanthus_passer,17.5,1,0.036,2.93
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Epinephelus_labriformis,17.5,2,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Epinephelus_labriformis,27.5,2,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Zanclus_cornutus,17.5,1,0.073,3.06
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Zanclus_cornutus,27.5,2,0.073,3.06
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,1.3,35,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,3.8,25,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Halichoeres_dispilus,7.5,3,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Hoplopagrus_guentherii,27.5,2,0.0228,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Hoplopagrus_guentherii,37.5,3,0.0228,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Abudefduf_troschelii,12.5,100,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Johnrandallia_nigrirostris,12.5,1,0.0275,3.09
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_4,100,21.62649,-106.52919,Arturo_Ayala_Bocos,31,4,Chaetodon_humeralis,12.5,1,0.028,3.02
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Stegastes_flavilatus,3.8,4,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Stegastes_flavilatus,12.5,11,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Fistularia_commersonii,37.5,2,0.0028,2.9
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Halichoeres_chierchiae,3.8,5,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Halichoeres_chierchiae,12.5,1,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Halichoeres_dispilus,3.8,19,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Halichoeres_dispilus,7.5,5,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Thalassoma_lucasanum,3.8,55,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Thalassoma_lucasanum,7.5,38,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Lutjanus_argentiventris,17.5,3,0.054,2.97
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Prionurus_laticlavius,27.5,20,0.099,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Scarus_rubroviolaceus,27.5,1,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Canthigaster_punctatissima,3.8,1,0.038,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Cephalopholis_panamensis,7.5,1,0.044,3.07
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Alphestes_immaculatus,7.5,1,0.009,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Epinephelus_labriformis,17.5,1,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Sufflamen_verres,17.5,1,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_5,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Diodon_holocanthus,12.5,1,0.0436,2.87
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Thalassoma_lucasanum,3.8,255,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Halichoeres_chierchiae,3.8,26,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Halichoeres_dispilus,3.8,88,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Sufflamen_verres,17.5,1,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Cirrhitichthys_oxycephalus,3.8,1,0.038,3.02
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Stegastes_flavilatus,3.8,1,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Canthigaster_punctatissima,3.8,1,0.038,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_6,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,4.3,Acanthurus_xanthopterus,3.8,1,0.086,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Thalassoma_lucasanum,3.8,132,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Thalassoma_lucasanum,7.5,2,0.0079,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Halichoeres_dispilus,3.8,35,0.0038,3
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Scarus_rubroviolaceus,45,1,0.028,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Stegastes_flavilatus,3.8,1,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Stegastes_flavilatus,7.5,4,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Stegastes_acapulcoensis,3.8,1,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Stegastes_acapulcoensis,7.5,1,0.095,2.99
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Halichoeres_chierchiae,3.8,5,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Halichoeres_chierchiae,7.5,1,0.01,3.08
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Cirrhitichthys_oxycephalus,3.8,5,0.038,3.02
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Epinephelus_labriformis,7.5,2,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Epinephelus_labriformis,17.5,1,0.054,3.05
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Cephalopholis_panamensis,7.5,1,0.044,3.07
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Cephalopholis_panamensis,12.5,3,0.044,3.07
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Acanthurus_triostegus,17.5,1,0.023,2.96
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Sufflamen_verres,17.5,1,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Canthigaster_punctatissima,3.8,1,0.038,3.04
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_7,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.8,Johnrandallia_nigrirostris,7.5,1,0.0275,3.09
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_8,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.6,Sufflamen_verres,17.5,2,0.0234,2.95
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_8,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.6,Serranus_psittacinus,7.5,4,0.007,3.06
15/10/2023,Octubre,Madre,Madre3,Madre3_15Oct23_8,100,21.62649,-106.52919,Georgina_Ramirez_Ortiz,30,3.6,Halichoeres_chierchiae,7.5,13,0.01,3.08
